PMID,Sentence
32697259,"Interestingly, FTEs could still alleviate HFD-induced lipid accumulation in mice treated with antibiotics, which had increased relative abundances of Bacteroidetes, Bacteroides, and Bacteroides_uniformis sp. In addition, supplementation with FTEs also modified the serum metabolome, especially the ""caffeine metabolism"" pathway."
32697259,"Overall, FTEs exerts beneficial effects against obesity induced by HFD, and the underlying mechanism is partially related to the reprogramming of intestinal microbiota, while the metabolism of caffeine in FTEs also played an important role in the process."
29561181,"Although mean sleep deprivation during night shift was relatively small (~1.5 h) the impairment in participants' mental state was high in all three dimensions (mood, vigilance and agitation, p ≤ 0.001)."
35043499,"The causal link between Hcrts and arousal/wakefulness stabilisation has led to the development of a new class of drugs, Hcrt receptor antagonists to treat insomnia, based on the assumption that blocking orexin-induced arousal will facilitate sleep."
35043499,"This has been clinically validated: currently, two Hcrt receptor antagonists are approved to treat insomnia (suvorexant and lemborexant), with a New Drug Application recently submitted to the US Food and Drug Administration for a third drug (daridorexant)."
34681028,"Although early pregnancy maternal folate appears to be the most independent predictor of foetal brain growth, there is insufficient data to confirm the link between maternal folate and offspring risks for neurodevelopmental diseases."
10879069,"A Japanese herbal medicine termed ""Kami-Umtan-To (KUT)"" was first described in Japanese literature in 1626, KUT consists of 13 different herbs, and it has been used for a long time in the treatment of a variety of neuropsychiatric problems including neurosis and insomnia."
10879069,"Here, we report a 12-month open clinical trial of KUT and combination of estrogen, vitamin E and NSAID to aim at slowing down the progression of Alzheimer's disease (AD)."
10879069,"Twenty AD patients (MMSE score: 18.6 +/- 5.8) received extracts from original KUT herbs, and 7AD patients (MMSE score: 21.3 +/- 2.8) were placed on the combination therapy."
10879069,"Rate of cognitive decline as measured by change in MMSE score per year was significantly slower (p = 0.04, ANOVA) in the KUT group (1.4 points) and the combination group (0.4 points) as compared to 4.1 points in 32 control AD patients (MMSE score: 20.8 +/- 5.6) who received no medicines for AD."
2175010,The neurological disorders in AIDS may be caused by dysfunction of cellular cholesterol transport.
2175010,Substitution of high density lipoprotein is recommended in the treatment of severe polyneuropathy and dementia in AIDS.
9055798,"Logistic regression and classification and regression tree analysis (CART) were used to analyse data obtained at the first visit from a sample of 83 patients with a clinical history of parkinsonism or dementia confirmed neuropathologically, including PSP (n = 24), corticobasal degeneration (n = 11), Parkinson's disease (PD, n = 11), diffuse Lewy body disease (n = 14)."
9055798,"Unstable gait, absence of tremor-dominant disease and absence of a response to levodopa differentiated PSP from PD."
26005400,"The factors promoting sleep in human being are the functional foods include barley grass powder, whole grains, maca, panax, Lingzhi, asparagus powder, lettuce, cherry, kiwifruits, walnut, schisandra wine, and milk; Barley grass powder with higher GABA and calcium, as well as potassium is the most ideal functional food promoting sleep, however, the sleep duration for modern humans is associated with food structure of ancient humans."
29789141,We investigated how threat perceptions during ACS evaluation in the emergency department (ED) and upon recall were associated with posttraumatic psychopathology burden due to prior trauma and the suspected ACS.
18065267,Marijuana abuse is associated with neurological changes including increases in frontal EEG alpha during abstinence.
17659836,Cancer patients treated with antimitotic drugs in the taxane and vinca alkaloid classes sometimes develop a chronic painful peripheral neuropathy whose cause is not understood.
17659836,But animals with paclitaxel- and vincristine-evoked neuropathic pain do not have axonal degeneration at the level of the peripheral nerve.
17659836,We surveyed primary afferent axonal activity in the sural nerve of rats with the paclitaxel- and vincristine-evoked pain syndromes at the time of peak pain severity.
17659836,"Moreover, we show that prophylactic treatment with acetyl-l-carnitine (ALC), which blocks the development of the paclitaxel-evoked pain, causes a significant decrease (ca. 50%) in the incidence of A-fibers and C-fibers with spontaneous discharge."
17659836,"These results suggest that abnormal spontaneous afferent discharge is likely to be a factor in the pathogenesis of chemotherapy-evoked painful peripheral neuropathy, and that the therapeutic effects of ALC may be due to the suppression of this discharge."
8687048,Secondary myelodysplasia after antimitotic therapy is a rare complication usually observed with alkylating agents.
8394025,"Undifferentiated small cell lung cancer differs from the other types of primary lung cancer in its neuroendocrine origin, its important potential for metastatic dissemination and its sensitivity to antimitotic drugs."
8394025,These specific features condition the originality of its clinical presentation which frequently includes paraneoplastic endocrine syndromes.
8394025,"Chemotherapy, which is very active against this type of tumour, forms the basis of the conventional treatment where 2 sets of drug combinations are administered: either anthracycline + epidophyllotoxin + alkylating agent, or platinum salt + epidophyllotoxin."
34800616,In this study we report a novel approach to treatment of VBD using thin film designed to fit the vulvar vestibule and deliver lidocaine locally.
34800616,"Two use cases for VBD treatment were identified 1) rapid drug release (<5 min), for use prior to intercourse and 2) long-acting release (≥120 min) for prolonged use and relief throughout the day."
34800616,"Two film formulations (9% w/w HPC with 12% w/w LHC, 5% w/w HEC with 6% w/w LHC) were optimized to meet the two use case scenarios for VBD treatment and moved into in vivo testing."
9111026,The diverse biological actions of retinoic acid (RA) are mediated by retinoic acid receptors (RARs) and retinoid X receptors.
9111026,"In addition, Arg276 of RARalpha, like its homologous residue Arg269 of RARbeta, was found to play an important role in the binding of RA most likely by interacting with the carboxylate group of RA."
9111026,"However, the orientation of and electronic environment associated with Arg276 in RARalpha appears to be different from that of Arg269 in RARbeta, thus contributing to the uniqueness of the ligand binding pocket of each receptor."
28857070,"Healthy volunteers (n=40), persons diagnosed with cocaine dependence in early abstinence (<2 months, EACD) (n=23), and drug-free former cocaine-dependent persons (7-month to 25-year abstinence, DFFCD) (n=7) were studied, with measurements including circulating neuroendocrine hormones, affect, and, in cocaine-dependent persons, cocaine craving."
