PMID,Sentence,E1,Type_E1,Relation,E2,Type_E2
35255053,"According to the difference in intervening measures, the cilostazol group was superior to the control group in inhibiting the progression of carotid intima-media thickness: cilostazol versus placebo (MD, -0.04 mm; 95% CI, -0.06 to -0.02; P < 0.00001), cilostazol versus no antiplatelet drug (MD, -0.14 mm; 95% CI, -0.26 to -0.03; P = 0.02), cilostazol versus aspirin (MD, -0.17 mm; 95% CI, -0.32 to -0.02; P = 0.02), cilostazol + aspirin versus aspirin (MD, -0.08 mm; 95% CI, -0.14 to -0.02; P = 0.007), cilostazol + aspirin versus clopidogrel + aspirin (MD, -0.07 mm; 95% CI, -0.14 to -0.00; P = 0.04), and cilostazol + clopidogrel + aspirin versus clopidogrel + aspirin (MD, -0.16 mm; 95% CI, -0.30 to -0.02; P = 0.03).",cilostazol group,CHEMICAL,according to difference in intervening measures to,aspirin,CHEMICAL
35255053,"According to the difference in intervening measures, the cilostazol group was superior to the control group in inhibiting the progression of carotid intima-media thickness: cilostazol versus placebo (MD, -0.04 mm; 95% CI, -0.06 to -0.02; P < 0.00001), cilostazol versus no antiplatelet drug (MD, -0.14 mm; 95% CI, -0.26 to -0.03; P = 0.02), cilostazol versus aspirin (MD, -0.17 mm; 95% CI, -0.32 to -0.02; P = 0.02), cilostazol + aspirin versus aspirin (MD, -0.08 mm; 95% CI, -0.14 to -0.02; P = 0.007), cilostazol + aspirin versus clopidogrel + aspirin (MD, -0.07 mm; 95% CI, -0.14 to -0.00; P = 0.04), and cilostazol + clopidogrel + aspirin versus clopidogrel + aspirin (MD, -0.16 mm; 95% CI, -0.30 to -0.02; P = 0.03).",cilostazol group,CHEMICAL,according to difference in intervening measures to,cilostazol,CHEMICAL
35255053,"According to the difference in intervening measures, the cilostazol group was superior to the control group in inhibiting the progression of carotid intima-media thickness: cilostazol versus placebo (MD, -0.04 mm; 95% CI, -0.06 to -0.02; P < 0.00001), cilostazol versus no antiplatelet drug (MD, -0.14 mm; 95% CI, -0.26 to -0.03; P = 0.02), cilostazol versus aspirin (MD, -0.17 mm; 95% CI, -0.32 to -0.02; P = 0.02), cilostazol + aspirin versus aspirin (MD, -0.08 mm; 95% CI, -0.14 to -0.02; P = 0.007), cilostazol + aspirin versus clopidogrel + aspirin (MD, -0.07 mm; 95% CI, -0.14 to -0.00; P = 0.04), and cilostazol + clopidogrel + aspirin versus clopidogrel + aspirin (MD, -0.16 mm; 95% CI, -0.30 to -0.02; P = 0.03).",cilostazol group,CHEMICAL,according to difference in intervening measures to,antiplatelet drug,CHEBI
35255053,"Cilostazol therapy significantly increased the risk of adverse events of headache (odds ratio, 12.91; 95% CI 5.33-31.29).",Cilostazol therapy,CHEMICAL,increase risk of adverse events of,headache,MENTAL_HEALTH
35087274,Coronavirus disease-19 (COVID-19) is a systemic viral infection.,COVID-19,CHEMICAL,be,systemic viral infection,DISEASE
35087274,Coronavirus disease-19 (COVID-19) is a systemic viral infection.,Coronavirus disease-19,DISEASE,be,systemic viral infection,DISEASE
35087274,"Orexin receptor antagonist drugs have good efficacy in increasing WASO, LPS, and SE with an acceptable safety profile.",Orexin receptor antagonist drugs,CHEBI,increase,SE,DISEASE
35087274,"Orexin receptor antagonist drugs have good efficacy in increasing WASO, LPS, and SE with an acceptable safety profile.",Orexin receptor antagonist drugs,CHEBI,increase,LPS,CHEMICAL
11600000,"An alkylresorcinol, 5-methylresorcinol, also inhibited in vitro growth of A. flavus.",alkylresorcinol 5-methylresorcinol,CHEMICAL,inhibit,A. flavus,DISEASE
11600000,These and other phenolic compounds may contribute to kernel wax inhibition of A. flavus infection/aflatoxin production.,other phenolic compounds,CHEMICAL,contribute to kernel wax inhibition of,A. flavus infection/aflatoxin production,DISEASE
19746561,"Nonsteroidal antiinflammatory drugs have no specific effect; (5) The only two trials assessing tramadol showed little effect; in one study the average pain score was 53 mm in the tramadol group versus 65 mm in the placebo group, on a scale ranging from 0 to 100 mm.",average pain score,DISEASE,be mm in,tramadol group,CHEMICAL
34145727,We hypothesized that duloxetine may reduce the incidence and severity of fasciculation or succinylcholine-induced POM in outpatient surgeries.,duloxetine,CHEMICAL,reduce incidence and severity of,fasciculation POM,DISEASE
34145727,We hypothesized that duloxetine may reduce the incidence and severity of fasciculation or succinylcholine-induced POM in outpatient surgeries.,duloxetine,CHEMICAL,reduce incidence and severity of,succinylcholine-induced,CHEMICAL
33748246,Accidental dural puncture (ADP) and subsequent post-dural puncture headache (PDPH) remain common complications of epidural procedures for obstetric anesthesia and analgesia.,subsequent post-dural puncture headache,MENTAL_HEALTH,remain common complications of epidural procedures for,analgesia,MENTAL_HEALTH
33748246,Accidental dural puncture (ADP) and subsequent post-dural puncture headache (PDPH) remain common complications of epidural procedures for obstetric anesthesia and analgesia.,ADP,CHEMICAL,remain common complications of epidural procedures for,analgesia,MENTAL_HEALTH
23033490,"Then, the effects of dexamethasone on glucocorticoid receptor transcription, cell proliferation, apoptosis/cell cycle, and invasion were examined in bladder cancer lines.",dexamethasone,CHEMICAL,be examined in,bladder cancer lines,DISEASE
23033490,"Finally, mouse xenograft models for bladder cancer were used to assess the efficacy of dexamethasone on tumor progression.",bladder cancer,DISEASE,assess efficacy of dexamethasone on,tumor progression,DISEASE
23033490,"Finally, mouse xenograft models for bladder cancer were used to assess the efficacy of dexamethasone on tumor progression.",bladder cancer,DISEASE,assess efficacy of,dexamethasone,CHEMICAL
23033490,"Finally, mouse xenograft models for bladder cancer were used to assess the efficacy of dexamethasone on tumor progression.",dexamethasone,CHEMICAL,have the efficacy on,tumor progression,DISEASE
23033490,"In addition, dexamethasone increased IκBα protein levels and cytosolic accumulation of NF-κB. In xenograft-bearing mice, dexamethasone slightly augmented the growth of the inoculated tumors but completely prevented the development of bloody ascites, suggestive of peritoneal dissemination of tumor cells, and actual metastasis.",dexamethasone,CHEMICAL,augment growth of,inoculated tumors,DISEASE
15331122,"It was unlikely that the effects of prenatal NLAAM were the result of toxicity, as little chronic toxicity was seen with the lower two doses of NLAAM, doses that yielded significant suppressions of neural-endocrine-immune responses.",prenatal NLAAM,CHEMICAL,be result of,toxicity,DISEASE
35087402,Chronic infection with helminths can result in impaired immune responses to TB as well as enhancing failure to TB therapy and BCG vaccination.,Chronic infection,DISEASE,result in impaired immune responses to,TB,DISEASE
35087402,Chronic infection with helminths can result in impaired immune responses to TB as well as enhancing failure to TB therapy and BCG vaccination.,helminths,DISEASE,result in impaired immune responses to,TB,DISEASE
35087402,"Antimycobacterial activity of the extract and fractions was tested against four non-tuberculous mycobacteria (Mycobacterium smegmatis, M. fortuitum, M. aurum, M. bovis BCG) and pathogenic M. tuberculosis H37Rv while the Egg Hatch Assay (EHA) was used for the anthelmintic test on eggs of Haemonchus contortus.",EHA,CHEMICAL,be used for anthelmintic test on eggs of,Haemonchus contortus,DISEASE
17420219,"Acute exposure to toluene and other volatile organic solvents results in neurotoxicity characterized by nervous system depression, cognitive and motor impairment, and alterations in visual function.",toluene,CHEMICAL,result in,neurotoxicity,DISEASE
12010773,"However, the same concentration of CHPG (10 min perfusion) significantly attenuated the NMDA-induced ventral root depolarization (VRD).",CHPG,CHEMICAL,attenuate,VRD,DISEASE
12010773,"The attenuating effect of CHPG on the NMDA-induced VRD was inhibited by the mGluR5 receptor antagonist, 2-methyl-6-phenyl-ethynylpyridine (MPEP).",CHPG,CHEMICAL,be inhibited by,MPEP,CHEMICAL
12010773,"The attenuating effect of CHPG on the NMDA-induced VRD was inhibited by the mGluR5 receptor antagonist, 2-methyl-6-phenyl-ethynylpyridine (MPEP).",CHPG,CHEMICAL,be inhibited by,2-methyl-6-phenyl-ethynylpyridine,CHEMICAL
12010773,"The attenuating effect of CHPG on the NMDA-induced VRD was inhibited by the mGluR5 receptor antagonist, 2-methyl-6-phenyl-ethynylpyridine (MPEP).",CHPG,CHEMICAL,be inhibited by,mGluR5 receptor antagonist,CHEBI
12010773,"Therefore, activation of mGlu5 receptors located on GABA-ergic interneurones could influence any direct potentiating interaction between mGlu5 and NMDA receptors in spinal cord and result in depression of the VRD.",mGlu5 receptors,CHEMICAL,result in,depression,MENTAL_HEALTH
12010773,"Therefore, activation of mGlu5 receptors located on GABA-ergic interneurones could influence any direct potentiating interaction between mGlu5 and NMDA receptors in spinal cord and result in depression of the VRD.",mGlu5 receptors,CHEMICAL,influence direct potentiating interaction between,mGlu5 receptors,CHEMICAL
12010773,"Therefore, activation of mGlu5 receptors located on GABA-ergic interneurones could influence any direct potentiating interaction between mGlu5 and NMDA receptors in spinal cord and result in depression of the VRD.",mGlu5 receptors,CHEMICAL,influence direct potentiating interaction between,NMDA,CHEMICAL
12010773,"Therefore, activation of mGlu5 receptors located on GABA-ergic interneurones could influence any direct potentiating interaction between mGlu5 and NMDA receptors in spinal cord and result in depression of the VRD.",mGlu5,CHEMICAL,have any direct potentiating interaction with,NMDA receptors,CHEMICAL
12010773,"Therefore, activation of mGlu5 receptors located on GABA-ergic interneurones could influence any direct potentiating interaction between mGlu5 and NMDA receptors in spinal cord and result in depression of the VRD.",NMDA receptors,CHEMICAL,have any direct potentiating interaction with,mGlu5,CHEMICAL
18472959,We have studied the antiapoptotic effects of androgens in prostate cancer cells exposed to different proapoptotic stimuli.,androgens,CHEBI,have the antiapoptotic effects in,prostate cancer cells,DISEASE
18472959,"Terminal deoxynucleotidyl transferase-mediated nick-end labeling and nuclear fragmentation analyses demonstrated that androgens protect LNCaP prostate cancer cells from apoptosis induced by thapsigargin, the phorbol ester 12-O-tetradecanoyl-13-phorbol-acetate, or UV irradiation.",androgens,CHEBI,protect lncap prostate cancer cells from,12-O-tetradecanoyl-13-phorbol-acetate,CHEMICAL
18472959,"Terminal deoxynucleotidyl transferase-mediated nick-end labeling and nuclear fragmentation analyses demonstrated that androgens protect LNCaP prostate cancer cells from apoptosis induced by thapsigargin, the phorbol ester 12-O-tetradecanoyl-13-phorbol-acetate, or UV irradiation.",androgens,CHEBI,protect,LNCaP prostate cancer cells,DISEASE
16004999,"However, the DHT-induced TEC-secreted apoptotic factors could induce thymocyte DNA fragmentation only when DHT was added to the conditioned medium.",DHT-induced TEC-secreted apoptotic factors,DISEASE,induce,thymocyte DNA fragmentation,MENTAL_HEALTH
16004999,It implies that DHT priming of thymocytes is required for the apoptotic effect of DHT-induced TEC-secreted factor.,DHT priming,CHEMICAL,be required for apoptotic effect of,DHT-induced TEC-secreted factor,DISEASE
11070352,"In athymic nude mice, testosterone enanthate prevented the growth of MOP tumors and, when tumors did develop, brought about regression.",tumors,DISEASE,bring about,regression,MENTAL_HEALTH
11070352,"In athymic nude mice, testosterone enanthate prevented the growth of MOP tumors and, when tumors did develop, brought about regression.",testosterone enanthate,CHEMICAL,prevent in athymic nude mice growth of,MOP tumors,DISEASE
11070352,With these cells it was possible to confirm that androgens paradoxically repress the growth of some prostate cancer cells both in culture and in vivo.,androgens,CHEBI,repress growth of,prostate cancer cells,DISEASE
